t,sigma_c,rho_c,rh,rc
1.0000000000000000E-002,0.14323944878270592,0.20995413820320935,1.2775870297927634,6.3024707998576610E-002
1.0100000000000000,0.28647889756541189,0.29383232983875890,1.2775870297927634,7.5788117720422252E-002
2.0099999999999998,0.28647889756541189,0.24506888778211297,1.2775870297927634,8.2712944804100144E-002
3.0099999999999998,0.31035213902919623,0.17461898372758472,1.2775870297927634,7.1100909732906212E-002
4.0099999999999998,0.28647889756541189,0.22918987886735206,1.2775870297927634,6.8817293500729348E-002
5.0099999999999998,0.16711269024649025,0.23586777087051547,1.2775870297927634,8.1985886268032368E-002
6.0099999999999998,0.21485917317405892,0.27984475162045402,1.2775870297927634,7.4320126466918129E-002
7.0099999999999998,0.26260565610162756,0.24554234764514635,1.2775870297927634,7.3739227900997198E-002
8.0099999999999998,0.16711269024649025,0.26019827228889747,1.2775870297927634,7.5542035577367744E-002
9.0099999999999998,0.19098593171027459,0.24586070498615528,1.2775870297927634,7.4931133627979915E-002
10.010000000000000,0.19098593171027459,0.25223398226203431,1.2775870297927634,7.0218113368681556E-002
11.010000000000000,0.21485917317405892,0.27674163895251291,1.2775870297927634,6.7541901656569092E-002
12.010000000000000,0.38197186342054923,0.14469487617850765,1.2775870297927634,7.2988375787706256E-002
13.010000000000000,0.21485917317405892,0.21967621176319091,1.2775870297927634,7.9934480658078844E-002
14.010000000000000,0.23873241463784323,0.15101210127011311,1.2775870297927634,7.5087066561972754E-002
15.010000000000000,0.11936620731892159,0.25771746478024743,1.2775870297927634,7.3441833435864662E-002
16.009999999999998,0.28647889756541189,0.24201711303976139,1.2775870297927634,6.1425590417565429E-002
17.009999999999998,0.40584510488433356,0.22068822166626914,0.98025483787898016,7.4109951855373002E-002
18.009999999999998,0.23873241463784323,0.21026282721147174,0.98025483787898016,8.6438060792306301E-002
19.009999999999998,0.33422538049298056,0.14963813746702453,1.2775870297927634,7.5146853592219925E-002
20.009999999999998,0.42971834634811784,0.28147639126089102,1.2775870297927634,7.6579381741294458E-002
21.009999999999998,0.33422538049298056,0.20007346034460188,1.2775870297927634,7.6416770989468599E-002
22.009999999999998,0.21485917317405892,0.21131652029345635,1.2775870297927634,7.4908962351634259E-002
23.009999999999998,0.38197186342054923,0.21969331778401188,1.2775870297927634,7.1592221152113306E-002
24.009999999999998,0.26260565610162756,0.26190954864870525,1.2775870297927634,7.2749382709522858E-002
25.009999999999998,0.38197186342054923,0.22300242366645681,1.2775870297927634,7.5795097183368798E-002
26.009999999999998,0.14323944878270592,0.16769275665185493,1.2775870297927634,6.7298557465996181E-002
27.009999999999998,0.19098593171027459,0.24150065158290415,1.2775870297927634,8.1340168672297264E-002
28.009999999999998,0.26260565610162756,0.17387090929449808,1.2775870297927634,8.1151416865671927E-002
29.009999999999998,0.21485917317405892,0.16108040832523199,1.2775870297927634,6.0701984885010586E-002
30.009999999999998,0.21485917317405892,0.19210031016304374,1.2775870297927634,6.7981223191320508E-002
31.009999999999998,0.28647889756541189,0.21780418683523187,1.2775870297927634,7.5928580464531839E-002
32.009999999999998,0.23873241463784323,0.21238675488956715,1.2775870297927634,7.8664197359527788E-002
33.009999999999998,0.28647889756541189,0.25483584041489327,1.2775870297927634,7.4779833560770712E-002
34.009999999999998,0.31035213902919623,0.25135595447892117,1.2775870297927634,8.2427482650056241E-002
35.009999999999998,0.14323944878270592,6.3760685107149773E-002,1.2775870297927634,7.5521144144662752E-002
36.009999999999998,0.31035213902919623,0.24899869862507842,1.2775870297927634,7.5193916967462082E-002
37.009999999999998,0.19098593171027459,0.24821598429104891,1.2775870297927634,7.9782415708601256E-002
38.009999999999998,9.5492965855137280E-002,0.12730875819600343,1.2775870297927634,8.3109394669981768E-002
39.009999999999998,0.33422538049298056,0.20025953360528620,0.98025483787898016,7.9236633754067559E-002
40.009999999999998,0.35809862195676490,0.22486741757993076,1.2775870297927634,7.2469631033324600E-002
41.009999999999998,0.23873241463784323,0.29070911231199081,1.2775870297927634,7.6836520127527438E-002
42.009999999999998,0.28647889756541189,0.19999293604882817,1.2775870297927634,7.6064949641982446E-002
43.009999999999998,0.31035213902919623,0.18323321555623123,1.2775870297927634,8.0521915435700198E-002
44.009999999999998,0.23873241463784323,0.22370523140547935,1.2775870297927634,8.0484851049871048E-002
45.009999999999998,9.5492965855137280E-002,0.16827176705551458,1.2775870297927634,6.6741598879791225E-002
46.009999999999998,0.19098593171027459,0.22621399750316962,1.2775870297927634,7.9075420637935601E-002
47.009999999999998,0.19098593171027459,0.20869165328328571,1.2775870297927634,7.9107142345955658E-002
48.009999999999998,0.16711269024649025,0.18093523552239277,1.2775870297927634,7.4094700595951052E-002
49.009999999999998,0.26260565610162756,0.19009690348221603,1.2775870297927634,6.7271905407392321E-002
50.009999999999998,0.16711269024649025,0.27279890781860294,1.2775870297927634,7.3920105497577646E-002
51.009999999999998,0.21485917317405892,0.17924268081196690,1.2775870297927634,5.6588082335391782E-002
52.009999999999998,0.21485917317405892,0.15171668769583899,1.2775870297927634,8.3026544862427831E-002
53.009999999999998,0.23873241463784323,0.24198964642974838,0.98025483787898016,7.9230421254062516E-002
54.009999999999998,0.23873241463784323,0.23141864242273261,1.2775870297927634,7.7469485550985956E-002
55.009999999999998,0.16711269024649025,0.17565112985165784,1.2775870297927634,7.9192069400949458E-002
56.009999999999998,0.28647889756541189,0.29786002681787771,1.2775870297927634,7.5205870123642646E-002
57.009999999999998,0.16711269024649025,0.22651994808637294,1.2775870297927634,7.6872861725734112E-002
58.009999999999998,0.28647889756541189,0.22038161873261000,1.2775870297927634,7.8123426570926524E-002
59.009999999999998,0.14323944878270592,0.19281807047096217,1.2775870297927634,6.9458316366492065E-002
60.009999999999998,0.31035213902919623,0.26199336421942987,1.2775870297927634,7.5879954881904438E-002
61.009999999999998,0.35809862195676490,0.19424042775663633,1.2775870297927634,7.0963929002561502E-002
62.009999999999998,0.28647889756541189,0.25248397846583481,1.2775870297927634,8.9057305288226848E-002
63.009999999999998,0.19098593171027459,0.28239010654337954,1.2775870297927634,7.1943973243756648E-002
64.009999999999991,0.26260565610162756,0.18728991693802163,1.2775870297927634,7.1066758006888456E-002
65.009999999999991,0.26260565610162756,0.29197388071195729,1.2775870297927634,7.1167177540767040E-002
